"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"COX6A1",0.187966666666668,13.2953833333333,2.80974674712494,0.0169020941909761,0.0389560310055129,-4.60204955248072
"EIF2AK2",-0.221300000000003,11.0772833333333,-2.80956853683301,0.0169074947001408,0.0389637142533441,-4.60236727232792
"TEX261",-0.189366666666666,11.8680166666667,-2.80884099996792,0.0169295599327347,0.0390087026756928,-4.60366431729578
"GRID2",-0.284810000000001,7.97792166666667,-2.80878843974071,0.0169311551266521,0.0390087026756928,-4.60375801896342
"LINC02370",-0.21683,7.464815,-2.80833255537283,0.0169449974279924,0.0390358238439552,-4.60457073400983
"NIPA1",0.266170000000002,8.81759833333333,2.80674023680123,0.0169934345802805,0.0391426240558244,-4.60740922411183
"EVX1",-0.233583333333334,7.342285,-2.80633644864568,0.0170057394418537,0.0391661813339504,-4.60812898034987
"BTNL2",-0.240150000000001,6.88584166666667,-2.80558913599746,0.017028536153662,0.0392138938471393,-4.60946102695807
"PDGFRL",0.202876666666668,7.411675,2.80475362019538,0.0170540595674284,0.0392678730799551,-4.61095022140678
"CFAP69",0.361210000000002,6.49150833333333,2.80459060538054,0.017059043803344,0.039274552361607,-4.61124076477087
"KRTAP12-2",-0.193213333333329,8.47360333333333,-2.80424371079525,0.01706965506191,0.0392941833645214,-4.61185903001757
"NCF4",-0.205793333333332,6.39902666666667,-2.80407886108383,0.01707470000332,0.0393009975290092,-4.61215283483088
"AP1S3",-0.353589999999997,7.552445,-2.80375391600172,0.0170846487403968,0.0393190957642802,-4.612731962565
"MDS2",-0.246563333333333,7.05268833333334,-2.80317094459635,0.0171025118689693,0.0393544802374286,-4.61377092518462
"PLEKHH2",-0.256556666666667,8.19121833333333,-2.80311591353331,0.0171041990655802,0.0393544802374286,-4.61386899883158
"ZNF107",-0.298533333333332,8.99053333333333,-2.80255965504601,0.017121262703648,0.0393889337596373,-4.61486031722602
"H1-7",-0.218306666666669,8.12696333333333,-2.80232237120248,0.0171285467216542,0.0394008827638685,-4.61528317508753
"ZNF419",0.225340000000003,8.16611666666667,2.80058304619774,0.0171820340116739,0.0395190975053763,-4.61838260156079
"ARHGAP23",0.203880000000002,9.70681666666667,2.80038575052076,0.0171881117016742,0.0395282534693498,-4.61873415633335
"SNRPG",-0.457166666666666,11.09475,-2.79907763896362,0.0172284622856671,0.0396162164609795,-4.62106493264384
"IP6K3",-0.226470000000001,7.092695,-2.7987511543729,0.0172385478847121,0.0396345732619476,-4.62164663010712
"SIX5",0.204833333333335,8.90995,2.79630966369355,0.0173141559333254,0.039803089230047,-4.62599627008561
"DUSP29",-0.263040000000002,7.87778333333333,-2.79624816600625,0.0173160646531015,0.039803089230047,-4.62610582306127
"B4GAT1",0.247893333333334,8.68518666666667,2.79604842071034,0.017322265646488,0.0398088110243144,-4.62646164974984
"MATCAP2",0.256209999999999,8.403835,2.79603193926869,0.0173227774034508,0.0398088110243144,-4.62649100963222
"DAP3",-0.189433333333332,10.3738833333333,-2.79576192130015,0.0173311637410787,0.0398232286303114,-4.62697201288105
"KIF26B",0.197169999999998,7.610535,2.79561387178335,0.0173357636454333,0.039828943385748,-4.62723574124156
"OSBPL5",-0.233493333333334,8.15364,-2.79535617260662,0.0173437732706329,0.0398424896325494,-4.62769478863692
"KRTAP15-1",-0.303173333333334,5.48628666666667,-2.79433214168229,0.0173756379347426,0.0399108262102879,-4.62951885513532
"PPM1J",-0.252493333333333,7.22181666666667,-2.79348452172599,0.0174020573510771,0.0399666130789686,-4.63102860168401
"ZNF395",-0.195303333333332,8.56707833333333,-2.79341693578612,0.0174041656551511,0.0399666130789686,-4.6311489796836
"C21orf91",0.262306666666667,7.71467,2.79232540167058,0.0174382506883858,0.0400400077620902,-4.63309305335704
"AMBRA1",0.192690000000004,9.47881833333333,2.79201690171454,0.017447896178451,0.0400572757106295,-4.63364248281161
"KLHL5",0.33393,9.80590833333334,2.79159466084434,0.0174611064817833,0.0400790186385549,-4.63439446471765
"SNORA60",0.238766666666668,8.00674666666667,2.79157828511525,0.0174616190164156,0.0400790186385549,-4.63442362837166
"ABHD16A",0.189533333333335,8.39075666666667,2.7909507299082,0.0174812718053226,0.0401192421234644,-4.63554122391655
"PUSL1",-0.215869999999997,9.582955,-2.79076447251015,0.0174871089610553,0.0401277530158068,-4.6358729162404
"C20orf173",-0.248806666666667,6.35823666666667,-2.79035488604951,0.0174999518980713,0.0401483991836966,-4.63660230579665
"POM121L9P",-0.242123333333331,7.817915,-2.79034169021477,0.0175003658210405,0.0401483991836966,-4.6366258045693
"ADGRE4P",-0.261406666666664,6.32159,-2.79024304986433,0.0175034602507542,0.0401506119721304,-4.63680145993718
"C8B",-0.264026666666668,5.57612666666667,-2.78988967372841,0.0175145504277679,0.0401708085364604,-4.63743073135394
"MRO",0.253756666666667,6.13867833333333,2.78982672313489,0.0175165267715084,0.0401708085364604,-4.63754282862993
"NPLOC4",-0.210166666666664,12.13185,-2.78917805327221,0.0175369048049428,0.040212649614156,-4.63869790165902
"GLDC",-0.31345333333333,9.41963666666667,-2.78853204093697,0.0175572228187796,0.0402489214981498,-4.63984819661679
"NIT2",0.207233333333333,12.4017166666667,2.78850246176765,0.0175581536871648,0.0402489214981498,-4.63990086443564
"GAST",-0.312380000000001,7.48589666666667,-2.78847148950433,0.0175591284494607,0.0402489214981498,-4.6399560126546
"ADH4",-0.259806666666666,4.61318666666667,-2.78786980268315,0.017578075496789,0.0402874530322152,-4.64102733599657
"XPNPEP3",0.237299999999996,10.2994166666667,2.78720654997193,0.017598984840437,0.0403304720674785,-4.64220823329588
"PPFIA3",0.224116666666667,7.51093833333334,2.78694495704724,0.0176072384860866,0.0403444819133606,-4.64267397664765
"JADE2",-0.200133333333333,9.63599333333333,-2.78683901853502,0.0176105821001927,0.0403472390824907,-4.64286258876864
"ALG6",0.300966666666669,8.25442666666667,2.78644227675749,0.017623109618902,0.0403710340777643,-4.64356893381111
"ASCC2",-0.203166666666663,10.77735,-2.78621616385167,0.0176302533300122,0.0403824915582091,-4.64397148946763
"NDUFV2",-0.195666666666664,11.2351333333333,-2.78608835108197,0.0176342926657571,0.040386836477,-4.64419903591601
"MAPK13",-0.237893333333335,6.97836,-2.78576018204548,0.0176446681898494,0.0404056899959732,-4.64478327051416
"SNORA58",-0.34062,6.14132,-2.78534779729475,0.0176577149314421,0.0404306551891917,-4.64551741625019
"PCNX3",0.201599999999999,11.1351666666667,2.78499545558722,0.0176688696828376,0.0404512827776501,-4.64614465577358
"ZNF532",-0.202233333333332,10.3517166666667,-2.78470103642724,0.0176781960511759,0.0404677199466566,-4.6466687708997
"SYT13",-0.23328,6.10312,-2.78443923783388,0.0176864932092289,0.0404817974122359,-4.647134807917
"DRD5",-0.25884,6.90487333333333,-2.78405399638667,0.0176987096816416,0.0405048411082463,-4.64782057614072
"OR10H5",-0.251126666666668,7.27847333333333,-2.78271459331567,0.0177412491971398,0.0405972673725762,-4.65020471899205
"CACNG1",-0.197916666666663,6.60916166666667,-2.78234629746426,0.0177529641278776,0.0406191439221532,-4.65086025210278
"ATP6V1H",0.24460666666667,9.17743666666667,2.78101383546771,0.0177954120892303,0.0407113244288932,-4.65323178688453
"METTL4",-0.275026666666667,9.39072333333334,-2.78042167299841,0.0178143089004224,0.0407496101300647,-4.65428566239893
"PNOC",-0.247653333333331,7.12701,-2.78027270464326,0.0178190658527265,0.0407513409994491,-4.65455077620231
"COCH",0.266766666666667,8.34754666666667,2.78026258340191,0.0178193890965179,0.0407513409994491,-4.65456878853359
"STAM2",0.225466666666666,10.4732666666667,2.78019105201294,0.0178216737729655,0.0407516220638249,-4.65469608949607
"UBE2E2",-0.201993333333336,9.88684,-2.78008395538751,0.0178250949302465,0.0407545014590754,-4.65488668312309
"ISX",-0.206059999999999,6.75106333333333,-2.77998723590026,0.0178281851559794,0.0407566236205878,-4.65505880805764
"CCDC177",-0.257693333333334,9.31127666666667,-2.77943192178311,0.0178459379848505,0.0407922610588598,-4.65604704162158
"MRTFA",0.209816666666669,8.878755,2.77920265198286,0.0178532726392378,0.0408040788703045,-4.6564550386513
"SMPD3",-0.259183333333334,6.960235,-2.77902624884128,0.0178589180595154,0.040812033499809,-4.65676895281274
"DAPK3",0.220416666666667,9.240555,2.77842394584646,0.0178782069247858,0.0408511610592894,-4.65784074094182
"KLHL33",-0.292713333333333,7.40246,-2.77809114386209,0.017888873863626,0.040870580681519,-4.65843293902761
"RBBP4",-0.204699999999995,12.6455833333333,-2.77795404005017,0.0178932701447653,0.04087164247197,-4.65867690214275
"MXI1",0.230423333333336,8.64553833333333,2.77794141927306,0.0178936748883968,0.04087164247197,-4.6586993595017
"SARAF",0.228733333333334,10.6218333333333,2.77615458529678,0.017951070060397,0.0409977734078681,-4.66187866333296
"DCAF8L2",0.327756666666666,6.46299833333333,2.77544218289867,0.017974004305334,0.0410451793046459,-4.66314613645252
"RRP36",-0.184799999999999,9.77298,-2.7749671930471,0.0179893117708684,0.0410751594225581,-4.66399118432364
"MIR193A",-0.250263333333333,7.79522833333333,-2.7741358025635,0.0180161361699718,0.041131425813266,-4.66547023806522
"HGFAC",-0.2474,7.46985333333333,-2.77358631990391,0.0180338867978207,0.0411669653700313,-4.66644773130504
"ELMOD2",0.290100000000002,8.16173333333333,2.7733913952822,0.0180401878736044,0.0411717548483853,-4.66679448104437
"C1D",-0.339766666666662,10.71915,-2.77338628692841,0.0180403530341978,0.0411717548483853,-4.66680356819305
"SNED1",-0.221736666666668,7.154345,-2.7729731672615,0.0180537147832922,0.0411972615155358,-4.66753844870099
"PGC",-0.219956666666667,6.37828833333333,-2.77256523734348,0.0180669183406771,0.0412224010699714,-4.66826407832646
"LOC284912",-0.225823333333333,6.67575833333333,-2.7722508773349,0.0180770998553741,0.0412406401275151,-4.66882325196945
"SLC5A10",-0.275326666666667,7.38746,-2.77202780156115,0.0180843283127151,0.0412521385555412,-4.66922004526684
"NSMCE1",0.221633333333335,10.74565,2.77150506597769,0.0181012780937738,0.0412858068173902,-4.6701498325318
"LAMTOR1",0.189,11.3174333333333,2.77084515766664,0.0181226982965807,0.0413250281936935,-4.67132356368922
"TYW3",-0.242699999999997,10.36395,-2.77084022101067,0.0181228586322882,0.0413250281936935,-4.67133234397431
"GRID1",-0.21481,7.163255,-2.77052494453179,0.0181331012969319,0.0413433832303414,-4.67189308567244
"PPP2R5E",-0.201366666666667,9.83130333333333,-2.77008373253034,0.0181474450107978,0.0413710830691195,-4.67267779357034
"CCKBR",-0.279496666666666,7.207005,-2.76911913296039,0.0181788432797111,0.0414376511083233,-4.67439328318513
"ZFAND3",0.188326666666669,9.33187666666667,2.76904695933592,0.0181811947446531,0.0414380004995109,-4.67452163588736
"CLEC4GP1",-0.251896666666665,8.50703166666667,-2.76885231545127,0.0181875378811716,0.0414474463972395,-4.67486778523851
"ZNF45",-0.261076666666668,8.72824166666667,-2.76865821318307,0.0181938655597382,0.041456854788665,-4.67521296705833
"LIN7C",0.206799999999998,10.8997333333333,2.76851684370809,0.0181984755427082,0.0414623474082176,-4.67546436877544
"CGNL1",-0.253533333333331,6.14718666666667,-2.76735378682909,0.0182364463383778,0.0415438368489135,-4.67753258155425
"API5",-0.204766666666663,11.95575,-2.76670385291444,0.0182576993135312,0.0415872268921431,-4.67868826247931
"GOLGA3",0.19197,9.86882833333333,2.76505943906354,0.0183115820833674,0.041704921330622,-4.6816120613432
"USP3",-0.253633333333335,11.07755,-2.76463618796736,0.0183254763957425,0.0417315239835881,-4.68236455911334
"CNIH3",0.207973333333333,7.03659666666667,2.76435376389986,0.0183347535289935,0.0417476070509792,-4.68286666906788
"MRPL49",-0.3649,11.02475,-2.76263093058441,0.0183914468119899,0.041871638146476,-4.68592942173604
"FAM171A2",0.198276666666667,8.47179833333333,2.76231093632255,0.0184019960468163,0.0418905962418226,-4.68649825083893
"ZC3H12D",-0.216843333333332,8.17930166666667,-2.76148716703752,0.0184291809013609,0.0419474147756042,-4.68796254696291
"SLC25A6",0.181500000000003,13.5269833333333,2.76131128058502,0.0184349904261483,0.0419555721988798,-4.68827518473502
"SLC29A4",0.241576666666666,7.85032833333333,2.76124324964623,0.0184372379746303,0.041955622049705,-4.68839610860545
"CACFD1",0.220466666666665,8.61786666666667,2.75893931482163,0.0185135145010472,0.042124111268466,-4.69249099478379
"NDUFAF6",-0.240323333333333,8.085675,-2.75880739247367,0.0185178915485985,0.0421289854673704,-4.69272544741232
"BCAS2",-0.297133333333333,10.6078,-2.75811144065608,0.0185409995502647,0.0421716445351138,-4.69396226033324
"CT83",-0.222113333333334,8.72343,-2.758107916218,0.0185411166467043,0.0421716445351138,-4.69396852365423
"SNORD46",0.361799999999999,10.5674333333333,2.75769841116628,0.0185547271087689,0.0421975100407049,-4.69469625001348
"IGSF9B",0.22213,8.17353833333333,2.75732143090155,0.0185672653460766,0.0422209311265248,-4.69536615951075
"ITGA3",-0.184499999999996,11.1597166666667,-2.75686243836534,0.0185825426563764,0.0422505743113437,-4.69618178557693
"TMEM17",0.287893333333335,8.31570333333333,2.75650297078452,0.0185945160599025,0.0422726992577451,-4.69682053923073
"APOBEC1",-0.208853333333333,5.97567333333333,-2.75634936161189,0.0185996349229702,0.0422736383710716,-4.69709348942815
"TTLL5",0.203899999999999,10.4245833333333,2.75629139671537,0.0186015669058327,0.0422736383710716,-4.697196487305
"GFPT1",-0.207600000000003,11.6740666666667,-2.7562887030449,0.0186016566913182,0.0422736383710716,-4.69720127368084
"NDUFS7",0.26621666666667,9.102445,2.75612709102448,0.018607044335291,0.042280785048767,-4.69748844007696
"OXSM",0.220003333333333,9.995665,2.75591032519969,0.0186142730720446,0.0422921130144767,-4.69787360373573
"SLC7A11",-0.318433333333335,10.5713166666667,-2.75578614505394,0.018618415506503,0.0422964269357783,-4.69809425261603
"DFFA",-0.208933333333333,11.1945,-2.75480988461124,0.0186510138017451,0.0423653766931795,-4.6998288525789
"FCN3",-0.245503333333334,7.057475,-2.75459278496291,0.0186582706802981,0.0423767542884699,-4.7002145755258
"LINC01560",0.197833333333334,8.04311333333333,2.75448805870836,0.0186617723145599,0.0423796012410273,-4.70040064162887
"ZNF839",0.21659,7.887625,2.75420662164514,0.0186711857005452,0.0423958710721486,-4.70090066163316
"ZNF439",0.356316666666669,7.067145,2.75355319406799,0.0186930594703218,0.0424404268427118,-4.70206154871423
"RPL26",0.223933333333333,11.8552333333333,2.75333712335118,0.0187002981333251,0.0424517485683178,-4.70244541131267
"CCDC12",-0.224489999999999,8.86024166666667,-2.75285127557776,0.0187165848725058,0.0424836052295733,-4.70330852875758
"PURA",-0.187233333333332,11.97025,-2.75240799053523,0.0187314571107633,0.0425122439194556,-4.70409600820975
"CEP44",-0.269773333333334,7.36627666666667,-2.75179037716409,0.0187521976592212,0.0425539619899895,-4.70519313641995
"PHLDB3",-0.208196666666669,7.57436833333333,-2.75172622190859,0.0187543534142928,0.0425539619899895,-4.70530709918744
"MAN1C1",0.201990000000003,7.936635,2.7508388656651,0.0187841957757075,0.0426165452603035,-4.70688331203404
"ZNF614",-0.206373333333334,8.13830666666667,-2.7507228491117,0.0187881009740001,0.0426202757473977,-4.70708938553471
"BUD31",-0.207566666666667,10.4379166666667,-2.75027201010863,0.0188032841915971,0.0426495861263141,-4.70789016951517
"ZKSCAN5",0.241393333333335,9.01886,2.75016303329685,0.0188069561088862,0.0426527826766861,-4.70808373138068
"SORD",-0.258899999999999,10.6253833333333,-2.74959551844613,0.0188260897497105,0.0426892001282238,-4.70909171394662
"HIGD1B",-0.414663333333335,6.15422166666667,-2.74954786099819,0.018827697390486,0.0426892001282238,-4.70917635821478
"USP44",0.2752,6.06096666666667,2.74945893595145,0.0188306974864278,0.0426892001282238,-4.70933429702835
"MID2",0.341516666666671,8.50218166666667,2.74941820064374,0.0188320719466505,0.0426892001282238,-4.70940664625088
"SLC38A4",0.257846666666667,5.44117333333333,2.74909320252577,0.0188430413608802,0.0427089302265182,-4.70998386223195
"GDNF",0.267513333333336,7.93468666666667,2.74892856737922,0.0188486005884756,0.0427163945291359,-4.71027625920185
"KIAA1586",-0.231223333333334,9.00091833333333,-2.74877413959831,0.0188538166258231,0.0427230793621098,-4.71055052462423
"THAP1",-0.205679999999997,8.89926666666667,-2.74866960137608,0.0188573483802338,0.0427259464321861,-4.7107361840201
"UBXN7",0.189266666666668,10.6232666666667,2.74802050830919,0.018879292277108,0.0427705250229254,-4.71188894087598
"SMAP1",0.203673333333333,9.81095,2.7474028549181,0.0189001968526296,0.0428127386288057,-4.7129858153545
"PARS2",0.204476666666672,9.76023833333334,2.74693375348966,0.0189160890301508,0.0428392110838458,-4.71381884957614
"APH1A",0.203433333333336,10.9155166666667,2.74692373829955,0.0189164284686188,0.0428392110838458,-4.71383663434475
"TRPM4",0.217956666666666,8.250355,2.74527065270041,0.0189725384682251,0.042961119839581,-4.71677198370776
"STPG2",0.257826666666667,4.76689666666667,2.74493265128257,0.0189840314562681,0.042981485097413,-4.71737212501789
"MIR375",-0.260366666666664,7.8712,-2.74487206396899,0.0189860923243413,0.042981485097413,-4.71747969987821
"GOT2",-0.185199999999998,12.7314333333333,-2.74442583423968,0.0190012776078786,0.0430106969483814,-4.71827198241138
"HDHD5-AS1",0.23811,7.20227833333333,2.74426891924287,0.0190066203224705,0.0430176251289339,-4.7185505798288
"CCDC88C",-0.350473333333333,7.38108666666667,-2.74391827380463,0.0190185646553897,0.0430394912747602,-4.71917312847512
"KCNMB3",0.298196666666667,7.20086833333333,2.7435415469964,0.0190314057299139,0.0430633812765103,-4.71984196629396
"SLC26A4",-0.201993333333333,5.73306,-2.74315607066012,0.0190445539556234,0.0430879604677696,-4.72052632010108
"SNORA38",-0.199553333333333,7.74241,-2.74305593914817,0.0190479708210568,0.0430904849896251,-4.72070408520672
"MYOZ3",-0.214419999999999,7.22038,-2.74298940754322,0.0190502414674837,0.0430904849896251,-4.72082219917512
"SLC66A1L",0.270570000000003,6.96105166666667,2.74262763076151,0.0190625931961588,0.0431132506707606,-4.72146445429607
"UBXN4",0.25256666666667,10.68815,2.74217948065783,0.0190779049017277,0.0431427045708336,-4.72226002415363
"TRIM42",-0.208433333333333,6.09302,-2.74143251003326,0.019103453405599,0.0431952980867154,-4.72358601497369
"ABI3",-0.214146666666667,7.06452333333333,-2.74105677757987,0.0191163173600386,0.0432192010738892,-4.72425297366814
"AKT1",-0.195666666666664,11.2537,-2.74068020865107,0.0191292185858967,0.043243182583372,-4.72492139987225
"MRPS31",-0.206209999999997,8.83146166666667,-2.73981321516106,0.0191589546097385,0.0433052102335948,-4.72646028502136
"SLC46A1",0.216910000000002,8.859185,2.73938747797166,0.0191735732885803,0.043333057194944,-4.72721592093131
"FGFR3",0.221963333333337,8.48186833333333,2.73921203643549,0.0191796007055415,0.0433407477193819,-4.72752730357569
"CSTB",0.187300000000002,11.4721166666667,2.73915460073929,0.0191815743580077,0.0433407477193819,-4.72762924257724
"TOR4A",-0.294533333333332,7.90786333333333,-2.73781346402588,0.0192277169839283,0.0434398001994285,-4.7300094265227
"MED30",-0.25356,7.90734333333333,-2.73672715875753,0.0192651727712126,0.0435192057411779,-4.7319371858452
"MT4",-0.198639999999999,7.45113666666667,-2.73603074733872,0.0192892231309879,0.0435683135924099,-4.73317296228074
"AGMAT",-0.268599999999999,6.95535666666667,-2.73549766257843,0.0193076531972371,0.0436047167151212,-4.73411887640233
"RNU12",-0.292183333333333,7.76135166666667,-2.73539264469017,0.0193112859879775,0.0436076967129089,-4.73430521767974
"LINC00951",-0.204013333333333,5.89446333333333,-2.73436714920192,0.0193467957362747,0.0436826501885871,-4.73612476106506
"TAS2R40",-0.197270000000001,5.191535,-2.73426580648977,0.0193503084402352,0.0436853490307633,-4.73630456703133
"ANXA11",-0.190566666666667,11.5740166666667,-2.73339608549307,0.019380480439336,0.0437482261719462,-4.73784760561165
"KIAA1143",-0.199066666666663,11.0203333333333,-2.73169762043443,0.0194395376235509,0.0438762839728876,-4.74086071134666
"PIAS3",0.221066666666669,10.4859666666667,2.73055957233309,0.0194792085231663,0.0439605602622061,-4.74287942675612
"SHC2",0.255616666666667,7.84815833333333,2.73044647012294,0.0194831555091395,0.0439642045131421,-4.74308004316003
"WSCD2",-0.203753333333331,7.03413,-2.72998295582853,0.0194993393011186,0.0439954572310457,-4.74390219049674
"RTN4R",-0.216076666666666,8.434675,-2.72852385676004,0.0195503715139322,0.0441053199388627,-4.74649005673814
"PDZK1IP1",-0.256169999999999,7.66777833333333,-2.72754176196445,0.0195847950504629,0.0441746095209594,-4.74823175511247
"FURIN",-0.190776666666665,9.61159166666667,-2.72751391726268,0.0195857719153455,0.0441746095209594,-4.74828113459813
"TOMM20L",0.303833333333333,5.71853,2.7267695488785,0.0196119042367943,0.0442282577781802,-4.74960115307038
"BAD",0.267893333333335,9.11463333333334,2.72657240014212,0.0196188312737935,0.0442385871222825,-4.74995075318502
"RPPH1",0.399899999999999,11.18935,2.7260574111683,0.0196369374340273,0.0442741188337338,-4.75086395024394
"NPNT",-0.218909999999999,5.85169166666667,-2.72576192148926,0.0196473338487619,0.0442922614665165,-4.75138790811276
"FCHO1",-0.21271,7.239595,-2.7254611699022,0.0196579210059928,0.0443108297123006,-4.75192118499648
"USHBP1",-0.212773333333334,7.19994666666667,-2.72501265836584,0.0196737201761131,0.0443376302480135,-4.75271644081213
"SNX27",-0.186466666666664,10.9215333333333,-2.7249901120016,0.0196745147220112,0.0443376302480135,-4.7527564170997
"ITK",-0.194749999999999,5.56998166666667,-2.72454548097333,0.0196901902642243,0.0443640632767798,-4.75354476600581
"ASB18",-0.251339999999999,7.08707333333334,-2.72451449364305,0.0196912831896631,0.0443640632767798,-4.75359970687072
"HDGFL2",-0.194660000000002,9.34691333333333,-2.72445719108976,0.0196933044135639,0.0443640632767798,-4.75370130458456
"SLC46A2",-0.185613333333333,7.35197333333333,-2.724197650256,0.0197024617346679,0.0443781330505972,-4.75416146657509
"ZSCAN2",0.189963333333333,7.834615,2.72414674462362,0.0197042583222905,0.0443781330505972,-4.75425172049392
"TRIM35",-0.192489999999998,8.99692166666667,-2.72386463188158,0.0197142177367503,0.0443952596530258,-4.75475189063819
"SOWAHB",-0.243063333333334,5.970605,-2.72298898530889,0.0197451624764885,0.0444596342384477,-4.75630429884292
"LYL1",-0.200666666666665,8.48224,-2.72278601076857,0.0197523423334024,0.0444704891110676,-4.75666413257328
"HSPBAP1",0.227819999999999,8.36213,2.72160368494169,0.0197942164915804,0.0445594429284431,-4.75876005837622
"SAMD7",-0.235563333333332,4.39429833333333,-2.72034126189894,0.0198390246659038,0.0446549795793376,-4.76099777706511
"OR2F1",-0.247883333333333,6.47786166666667,-2.72000717971459,0.019850899337491,0.0446719924698949,-4.76158992323919
"SESN2",0.183339999999999,8.63086,2.7199952774078,0.0198513225250814,0.0446719924698949,-4.76161101929837
"CEP83",-0.297236666666665,7.955035,-2.7198473778868,0.0198565818525313,0.0446751016127783,-4.76187316000106
"CYLD",0.253813333333335,8.72114,2.719823137464,0.0198574439771614,0.0446751016127783,-4.76191612404838
"ACHE",-0.23390333333333,6.86075166666667,-2.71974159047899,0.0198603445153548,0.0446762952814981,-4.76206065845607
"NATD1",0.236743333333334,7.916985,2.71908239327578,0.0198838068846571,0.0447237374516968,-4.76322899263935
"OCA2",-0.234763333333333,7.229155,-2.7188655876315,0.0198915295116455,0.0447357698430004,-4.76361323794567
"APOBEC2",-0.208736666666668,6.274475,-2.71872841748657,0.0198964170551951,0.0447414240614915,-4.76385634190265
"SMIM4",0.271240000000002,8.91612333333333,2.71843974735712,0.0199067066242834,0.0447592231124006,-4.76436793843226
"SNORA71D",0.204766666666668,13.3164833333333,2.71739151291489,0.0199441150643998,0.0448379860559333,-4.76622558526141
"FAM221A",0.256170000000001,6.68642833333333,2.71693384617459,0.0199604697207691,0.0448694031369208,-4.76703660303557
"OR10V1",-0.269659999999999,6.43307,-2.71614728591733,0.0199886084231357,0.0449272990800682,-4.76843038037794
"WDR47",0.214683333333333,9.283585,2.71584821313749,0.0199993178863043,0.044946011143863,-4.76896031360605
"MTMR4",-0.214000000000002,10.6509666666667,-2.71533394252943,0.020017746652443,0.0449767288740481,-4.7698715333358
"CWC22",-0.254426666666665,9.78781333333333,-2.71533362720149,0.0200177579573107,0.0449767288740481,-4.76987209204488
"FZR1",-0.211253333333334,9.39212333333334,-2.7152236003742,0.0200217029316116,0.0449802314341331,-4.77006704064359
"CD200R1",-0.235279999999999,5.20351333333333,-2.71489320184959,0.02003355389266,0.0450014924249922,-4.77065244056195
"NENF",0.188633333333334,10.43875,2.71481601845639,0.0200363233618639,0.0450023509703915,-4.77078919202246
"RASAL1",0.286566666666666,7.37623333333333,2.71452072717832,0.0200469224123445,0.0450207927561479,-4.77131237406109
"DYNC2H1",0.28476666666667,9.66319333333333,2.71402676596642,0.0200646648630009,0.0450552706768828,-4.77218752415774
"CDS2",0.179066666666667,11.2551666666667,2.71391091369621,0.0200688283814088,0.0450592524795066,-4.77239277482376
"CRYBB1",-0.211626666666667,7.20419333333333,-2.71370347267369,0.0200762855725197,0.0450706275250171,-4.77276028514537
"VANGL1",-0.208593333333331,9.27120333333333,-2.71329216816742,0.0200910794744211,0.045098468584462,-4.77348895120374
"BRF2",-0.197813333333333,8.40289333333333,-2.71320653463189,0.0200941609219923,0.0451000151851979,-4.7736406566086
"C2orf81",0.211626666666668,8.03186666666667,2.71313731179402,0.0200966521875791,0.0451002369509588,-4.77376328869514
"CFAP91",0.201736666666667,4.83252166666667,2.71287173048701,0.0201062130540994,0.0451163221381774,-4.77423377490626
"INO80",-0.186399999999997,10.2212666666667,-2.71233172918071,0.0201256668897589,0.0451545996832713,-4.77519037714431
"A2M",0.295936666666668,8.856405,2.71223388557703,0.0201291937547251,0.0451571381019068,-4.77536370121079
"ZNF92",-0.228563333333332,8.91451833333334,-2.7113947775235,0.0201594653724439,0.0452196670318825,-4.77685007962793
"ADK",-0.181866666666664,10.6338333333333,-2.71130356968256,0.0201627585004901,0.0452216728724259,-4.77701163776713
"UTS2B",0.413569999999999,4.39683833333333,2.70964789009124,0.0202226308735259,0.0453505608609133,-4.77994418527711
"RBM33",0.192240000000004,9.86527333333333,2.70886077743202,0.0202511560804366,0.0454091284967659,-4.78133819744454
"ATP5PO",0.203833333333334,10.4197833333333,2.70877812810911,0.020254153630867,0.045410448393848,-4.78148456843866
"FNDC5",-0.205626666666668,6.93900333333333,-2.70862192208097,0.0202598201593324,0.0454177511979515,-4.78176120506516
"FAM120B",0.20007,10.058565,2.7084536292229,0.0202659269083864,0.045426039019024,-4.78205924356464
"SFSWAP",-0.194299999999997,10.8882166666667,-2.70813243964329,0.0202775868008189,0.045446770750474,-4.78262804445792
"ADAMTS18",-0.294226666666668,5.90574,-2.70740874595869,0.0203038828627521,0.0455002967006347,-4.78390959817242
"SPATA21",-0.250579999999999,6.98842,-2.70730594601821,0.0203076209322848,0.0455032642570428,-4.784091635982
"MYT1L",-0.240866666666669,5.9577,-2.70710829853465,0.0203148098186982,0.0455139624307439,-4.78444162562384
"MIR150",-0.230109999999999,7.612535,-2.70703394502176,0.0203175148772762,0.0455146135414776,-4.78457328779571
"RBBP8NL",-0.223936666666668,7.82568833333333,-2.70691600020654,0.0203218065654961,0.045518818389516,-4.78478213818081
"ERICH5",-0.208943333333334,6.49389833333333,-2.70627775237238,0.0203450462470334,0.0455609298475601,-4.78591228167863
"UIMC1",-0.217833333333333,8.91634,-2.70625252921638,0.0203459652056822,0.0455609298475601,-4.78595694314415
"BRD7",-0.193923333333329,10.1578383333333,-2.70620058425814,0.0203478578529844,0.0455609298475601,-4.78604891939452
"NOG",-0.247636666666666,6.539245,-2.70564212473513,0.0203682167051191,0.0456010989439668,-4.78703773235309
